 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   4.11.2021    Time:  22: 5:27
 Units: L = m    , T = days , M = mmol 
 
 CosAlf,MaxIt,TolTh,  TolH
 1.000   10   0.001 0.01000
 
 TopInF,BotInF,AtmBC,SinkF,WLayer,qGWLF,FreeD,SeepF,lWat,lChem,lTemp,lRoot,lWDep
     T     F     T     F     F     F     T     F     T     F     F     F     F

Nodal point information

node      x         hOld    MatN LayN  Beta      Ah       AK      ATh     Temp    Conc(1...NS)         Sorb(1...NS)

   1      0.000     -3.590    1    1   0.000    1.000    1.000    1.000
   2     -0.100     -3.590    1    1   0.000    1.000    1.000    1.000
   3     -0.200     -3.590    1    1   0.000    1.000    1.000    1.000
   4     -0.300     -3.590    1    1   0.000    1.000    1.000    1.000
   5     -0.400     -3.590    1    1   0.000    1.000    1.000    1.000
   6     -0.500     -3.590    1    1   0.000    1.000    1.000    1.000
   7     -0.600     -3.590    1    1   0.000    1.000    1.000    1.000
   8     -0.700     -3.590    1    1   0.000    1.000    1.000    1.000
   9     -0.800     -3.590    1    1   0.000    1.000    1.000    1.000
  10     -0.900     -3.590    1    1   0.000    1.000    1.000    1.000
  11     -1.000     -3.590    1    1   0.000    1.000    1.000    1.000
  12     -1.100     -3.590    1    1   0.000    1.000    1.000    1.000
  13     -1.200     -3.590    1    1   0.000    1.000    1.000    1.000
  14     -1.300     -3.590    1    1   0.000    1.000    1.000    1.000
  15     -1.400     -3.590    1    1   0.000    1.000    1.000    1.000
  16     -1.500     -3.590    1    1   0.000    1.000    1.000    1.000
end

 Number of species in the chain :   0


MatNum, Param. array:

   Mat     Qr     Qs        Alfa         n          Ks      l

    1    0.131  0.396   0.423E+00   0.206E+01   0.496E-01  0.500

       Table of Hydraulic Properties which are interpolated in simulation
       =================================================================

  theta         h        log h        C             K        log K          S          Kv
  0.3955  -0.148E+00 -0.8283E+00  0.6290E-02  0.4443E-01 -0.1352E+01    0.9983  0.1220E-18
  0.3953  -0.187E+00 -0.7273E+00  0.8023E-02  0.4303E-01 -0.1366E+01    0.9972  0.5993E-18
  0.3948  -0.236E+00 -0.6263E+00  0.1022E-01  0.4128E-01 -0.1384E+01    0.9955  0.2935E-17
  0.3941  -0.298E+00 -0.5253E+00  0.1297E-01  0.3909E-01 -0.1408E+01    0.9928  0.1430E-16
  0.3930  -0.376E+00 -0.4242E+00  0.1638E-01  0.3639E-01 -0.1439E+01    0.9885  0.6914E-16
  0.3911  -0.475E+00 -0.3232E+00  0.2053E-01  0.3311E-01 -0.1480E+01    0.9816  0.3299E-15
  0.3883  -0.599E+00 -0.2222E+00  0.2543E-01  0.2922E-01 -0.1534E+01    0.9708  0.1543E-14
  0.3838  -0.756E+00 -0.1212E+00  0.3092E-01  0.2476E-01 -0.1606E+01    0.9541  0.6993E-14
  0.3771  -0.955E+00 -0.2020E-01  0.3656E-01  0.1988E-01 -0.1702E+01    0.9288  0.3023E-13
  0.3673  -0.120E+01  0.8081E-01  0.4150E-01  0.1488E-01 -0.1827E+01    0.8918  0.1219E-12
  0.3537  -0.152E+01  0.1818E+00  0.4457E-01  0.1021E-01 -0.1991E+01    0.8402  0.4467E-12
  0.3358  -0.192E+01  0.2828E+00  0.4459E-01  0.6324E-02 -0.2199E+01    0.7729  0.1444E-11
  0.3142  -0.242E+01  0.3838E+00  0.4108E-01  0.3501E-02 -0.2456E+01    0.6913  0.4016E-11
  0.2901  -0.305E+01  0.4848E+00  0.3473E-01  0.1733E-02 -0.2761E+01    0.6005  0.9483E-11
  0.2655  -0.385E+01  0.5859E+00  0.2709E-01  0.7751E-03 -0.3111E+01    0.5075  0.1904E-10
