 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   4.11.2021    Time:  22: 5:27
 Units: L = m    , T = days , M = mmol 


    TLevel      Time          dt      Iter    ItCum  KodT  KodB  Convergency
     2385  0.1927000E+04  0.10000E+01    4     6729     0    -5     T
     2386  0.1928000E+04  0.10000E+01    4     6733     0    -5     T
     2387  0.1929000E+04  0.10000E+01    2     6735     0    -5     T
     2388  0.1930000E+04  0.10000E+01    4     6739     0    -5     T
     2389  0.1931000E+04  0.10000E+01    4     6743     0    -5     T
     2390  0.1932000E+04  0.10000E+01    4     6747     0    -5     T
     2391  0.1933000E+04  0.10000E+01    2     6749     0    -5     T
     2392  0.1934000E+04  0.10000E+01    2     6751     0    -5     T
     2393  0.1935000E+04  0.10000E+01    2     6753     0    -5     T
     2394  0.1936000E+04  0.10000E+01    2     6755     0    -5     T
     2395  0.1937000E+04  0.10000E+01    4     6759     0    -5     T
     2396  0.1938000E+04  0.10000E+01    4     6763     0    -5     T
     2397  0.1939000E+04  0.10000E+01    4     6767     0    -5     T
     2398  0.1940000E+04  0.10000E+01    2     6769     0    -5     T
     2399  0.1941000E+04  0.10000E+01    2     6771     0    -5     T
     2400  0.1942000E+04  0.10000E+01    4     6775     0    -5     T
     2401  0.1943000E+04  0.10000E+01    4     6779     0    -5     T
     2402  0.1944000E+04  0.10000E+01    4     6783     0    -5     T
     2403  0.1945000E+04  0.10000E+01    2     6785     0    -5     T
     2404  0.1946000E+04  0.10000E+01    2     6787     0    -5     T
     2405  0.1947000E+04  0.10000E+01    2     6789     0    -5     T
     2406  0.1948000E+04  0.10000E+01    2     6791     0    -5     T
     2407  0.1949000E+04  0.10000E+01    2     6793     0    -5     T
     2408  0.1950000E+04  0.10000E+01    4     6797     0    -5     T
     2409  0.1951000E+04  0.10000E+01    2     6799     0    -5     T
     2410  0.1952000E+04  0.10000E+01    2     6801     0    -5     T
     2411  0.1953000E+04  0.10000E+01    2     6803     0    -5     T
     2412  0.1954000E+04  0.10000E+01    2     6805     0    -5     T
     2413  0.1955000E+04  0.10000E+01    6     6811     0    -5     T
     2414  0.1956000E+04  0.10000E+01    5     6816     0    -5     T
     2415  0.1957000E+04  0.10000E+01    3     6819     0    -5     T
     2416  0.1958000E+04  0.10000E+01    2     6821     0    -5     T
     2417  0.1959000E+04  0.10000E+01    2     6823     0    -5     T
     2418  0.1960000E+04  0.10000E+01    2     6825     0    -5     T
     2419  0.1961000E+04  0.10000E+01    2     6827     0    -5     T
     2420  0.1962000E+04  0.10000E+01    2     6829     0    -5     T
     2421  0.1963000E+04  0.10000E+01    2     6831     0    -5     T
     2422  0.1964000E+04  0.10000E+01    2     6833     0    -5     T
     2423  0.1965000E+04  0.10000E+01    2     6835     0    -5     T
     2424  0.1966000E+04  0.10000E+01    2     6837     0    -5     T
     2425  0.1967000E+04  0.10000E+01    2     6839     0    -5     T
     2426  0.1968000E+04  0.10000E+01    2     6841     0    -5     T
     2427  0.1969000E+04  0.10000E+01    2     6843     0    -5     T
     2428  0.1970000E+04  0.10000E+01    2     6845     0    -5     T
     2429  0.1971000E+04  0.10000E+01    2     6847     0    -5     T
     2430  0.1972000E+04  0.10000E+01    2     6849     0    -5     T
     2431  0.1973000E+04  0.10000E+01    4     6853     0    -5     T
     2432  0.1974000E+04  0.10000E+01    4     6857     0    -5     T
     2433  0.1975000E+04  0.10000E+01    2     6859     0    -5     T
     2434  0.1976000E+04  0.10000E+01    2     6861     0    -5     T
     2435  0.1977000E+04  0.10000E+01    2     6863     0    -5     T
     2436  0.1978000E+04  0.10000E+01    2     6865     0    -5     T
     2437  0.1979000E+04  0.10000E+01    2     6867     0    -5     T
     2438  0.1980000E+04  0.10000E+01    2     6869     0    -5     T
     2439  0.1981000E+04  0.10000E+01    4     6873     0    -5     T
     2440  0.1982000E+04  0.10000E+01    4     6877     0    -5     T
     2441  0.1983000E+04  0.10000E+01    2     6879     0    -5     T
     2442  0.1984000E+04  0.10000E+01    2     6881     0    -5     T
     2443  0.1985000E+04  0.10000E+01    2     6883     0    -5     T
     2444  0.1986000E+04  0.10000E+01    2     6885     0    -5     T
     2445  0.1987000E+04  0.10000E+01    4     6889     0    -5     T
     2446  0.1988000E+04  0.10000E+01    4     6893     0    -5     T
     2447  0.1989000E+04  0.10000E+01    5     6898     0    -5     T
     2448  0.1990000E+04  0.10000E+01    4     6902     0    -5     T
     2449  0.1991000E+04  0.10000E+01    3     6905     0    -5     T
     2450  0.1992000E+04  0.10000E+01    2     6907     0    -5     T
     2451  0.1993000E+04  0.10000E+01    2     6909     0    -5     T
     2452  0.1994000E+04  0.10000E+01    2     6911     0    -5     T
     2453  0.1995000E+04  0.10000E+01    2     6913     0    -5     T
     2454  0.1996000E+04  0.10000E+01    2     6915     0    -5     T
     2455  0.1997000E+04  0.10000E+01    2     6917     0    -5     T
     2456  0.1998000E+04  0.10000E+01    2     6919     0    -5     T
     2457  0.1999000E+04  0.10000E+01    2     6921     0    -5     T
     2458  0.2000000E+04  0.10000E+01    4     6925     0    -5     T
     2459  0.2001000E+04  0.10000E+01    4     6929     0    -5     T
     2460  0.2002000E+04  0.10000E+01    4     6933     0    -5     T
     2461  0.2003000E+04  0.10000E+01    2     6935     0    -5     T
     2462  0.2004000E+04  0.10000E+01    2     6937     0    -5     T
     2463  0.2005000E+04  0.10000E+01    4     6941     0    -5     T
     2464  0.2006000E+04  0.10000E+01    6     6947     0    -5     T
     2465  0.2007000E+04  0.10000E+01    6     6953     0    -5     T
     2466  0.2008000E+04  0.10000E+01    4     6957     0    -5     T
     2467  0.2009000E+04  0.10000E+01    3     6960     0    -5     T
     2468  0.2010000E+04  0.10000E+01    2     6962     0    -5     T
     2469  0.2011000E+04  0.10000E+01    2     6964     0    -5     T
     2470  0.2012000E+04  0.10000E+01    2     6966     0    -5     T
     2471  0.2013000E+04  0.10000E+01    2     6968     0    -5     T
     2472  0.2014000E+04  0.10000E+01    2     6970     0    -5     T
     2473  0.2015000E+04  0.10000E+01    2     6972     0    -5     T
     2474  0.2016000E+04  0.10000E+01    2     6974     0    -5     T
     2475  0.2017000E+04  0.10000E+01    2     6976     0    -5     T
     2476  0.2018000E+04  0.10000E+01    2     6978     0    -5     T
     2477  0.2019000E+04  0.10000E+01    4     6982     0    -5     T
     2478  0.2020000E+04  0.10000E+01    4     6986     0    -5     T
     2479  0.2021000E+04  0.10000E+01    6     6992     0    -5     T
     2480  0.2022000E+04  0.10000E+01    6     6998     0    -5     T
     2481  0.2023000E+04  0.10000E+01    4     7002     0    -5     T
     2482  0.2024000E+04  0.10000E+01    7     7009     0    -5     T
     2483  0.2025000E+04  0.10000E+01    5     7014     0    -5     T
     2484  0.2025500E+04  0.50000E+00    2     7016     0    -5     T
     2485  0.2026000E+04  0.50000E+00    2     7018     0    -5     T
     2486  0.2027000E+04  0.10000E+01    2     7020     0    -5     T
     2487  0.2028000E+04  0.10000E+01    2     7022     0    -5     T
     2488  0.2029000E+04  0.10000E+01    2     7024     0    -5     T
     2489  0.2030000E+04  0.10000E+01    2     7026     0    -5     T
     2490  0.2031000E+04  0.10000E+01    2     7028     0    -5     T
     2491  0.2032000E+04  0.10000E+01    2     7030     0    -5     T
     2492  0.2033000E+04  0.10000E+01    2     7032     0    -5     T
     2493  0.2034000E+04  0.10000E+01    2     7034     0    -5     T
     2494  0.2035000E+04  0.10000E+01    2     7036     0    -5     T
     2495  0.2036000E+04  0.10000E+01    2     7038     0    -5     T
     2496  0.2037000E+04  0.10000E+01    2     7040     0    -5     T
     2497  0.2037500E+04  0.50000E+00    4     7044     0    -5     T
     2498  0.2038000E+04  0.50000E+00    3     7047     0    -5     T
     2499  0.2039000E+04  0.10000E+01    4     7051     0    -5     T
     2500  0.2040000E+04  0.10000E+01    4     7055     0    -5     T
     2501  0.2041000E+04  0.10000E+01    2     7057     0    -5     T
     2502  0.2042000E+04  0.10000E+01    2     7059     0    -5     T
     2503  0.2043000E+04  0.10000E+01    2     7061     0    -5     T
     2504  0.2044000E+04  0.10000E+01    2     7063     0    -5     T
     2505  0.2044500E+04  0.50000E+00    2     7065     0    -5     T
     2506  0.2045000E+04  0.50000E+00    2     7067     0    -5     T
     2507  0.2045500E+04  0.50000E+00    5     7072     0    -5     T
     2508  0.2046000E+04  0.50000E+00    4     7076     0    -5     T
     2509  0.2047000E+04  0.10000E+01    4     7080     0    -5     T
     2510  0.2048000E+04  0.10000E+01    3     7083     0    -5     T
     2511  0.2049000E+04  0.10000E+01    2     7085     0    -5     T
     2512  0.2050000E+04  0.10000E+01    2     7087     0    -5     T
     2513  0.2051000E+04  0.10000E+01    2     7089     0    -5     T
     2514  0.2052000E+04  0.10000E+01    2     7091     0    -5     T
     2515  0.2053000E+04  0.10000E+01    2     7093     0    -5     T
     2516  0.2054000E+04  0.10000E+01    2     7095     0    -5     T
     2517  0.2055000E+04  0.10000E+01    2     7097     0    -5     T
     2518  0.2056000E+04  0.10000E+01    2     7099     0    -5     T
     2519  0.2056500E+04  0.50000E+00    7     7106     0    -5     T
     2520  0.2057000E+04  0.50000E+00    6     7112     0    -5     T
     2521  0.2057500E+04  0.50000E+00    6     7118     0    -5     T
     2522  0.2058000E+04  0.50000E+00    4     7122     0    -5     T
     2523  0.2058500E+04  0.50000E+00    4     7126     0    -5     T
     2524  0.2059000E+04  0.50000E+00    2     7128     0    -5     T
     2525  0.2059500E+04  0.50000E+00    4     7132     0    -5     T
     2526  0.2060000E+04  0.50000E+00    2     7134     0    -5     T
     2527  0.2061000E+04  0.10000E+01    4     7138     0    -5     T
     2528  0.2061500E+04  0.50000E+00    6     7144     0    -5     T
     2529  0.2062000E+04  0.50000E+00    5     7149     0    -5     T
     2530  0.2062500E+04  0.50000E+00    5     7154     0    -5     T
     2531  0.2063000E+04  0.50000E+00    3     7157     0    -5     T
     2532  0.2063500E+04  0.50000E+00    4     7161     0    -5     T
     2533  0.2064000E+04  0.50000E+00    3     7164     0    -5     T
     2534  0.2065000E+04  0.10000E+01    4     7168     0    -5     T
     2535  0.2065500E+04  0.50000E+00    2     7170     0    -5     T
     2536  0.2066000E+04  0.50000E+00    2     7172     0    -5     T
     2537  0.2067000E+04  0.10000E+01    2     7174     0    -5     T
     2538  0.2068000E+04  0.10000E+01    2     7176     0    -5     T
     2539  0.2069000E+04  0.10000E+01    2     7178     0    -5     T
     2540  0.2069500E+04  0.50000E+00    2     7180     0    -5     T
     2541  0.2070000E+04  0.50000E+00    2     7182     0    -5     T
     2542  0.2070500E+04  0.50000E+00    4     7186     0    -5     T
     2543  0.2071000E+04  0.50000E+00    4     7190     0    -5     T
     2544  0.2071500E+04  0.50000E+00    7     7197     0    -5     T
     2545  0.2072000E+04  0.50000E+00    6     7203     0    -5     T
     2546  0.2072500E+04  0.50000E+00    6     7209     0    -5     T
     2547  0.2073000E+04  0.50000E+00    4     7213     0    -5     T
     2548  0.2073500E+04  0.50000E+00    4     7217     0    -5     T
     2549  0.2074000E+04  0.50000E+00    2     7219     0    -5     T
     2550  0.2074500E+04  0.50000E+00    2     7221     0    -5     T
     2551  0.2075000E+04  0.50000E+00    2     7223     0    -5     T
     2552  0.2076000E+04  0.10000E+01    3     7226     0    -5     T
     2553  0.2077000E+04  0.10000E+01    2     7228     0    -5     T
     2554  0.2078000E+04  0.10000E+01    2     7230     0    -5     T
     2555  0.2079000E+04  0.10000E+01    2     7232     0    -5     T
     2556  0.2080000E+04  0.10000E+01    5     7237     0    -5     T
     2557  0.2081000E+04  0.10000E+01    4     7241     0    -5     T
     2558  0.2082000E+04  0.10000E+01    2     7243     0    -5     T
     2559  0.2083000E+04  0.10000E+01    2     7245     0    -5     T
     2560  0.2084000E+04  0.10000E+01    2     7247     0    -5     T
     2561  0.2085000E+04  0.10000E+01    7     7254     0    -5     T
     2562  0.2086000E+04  0.10000E+01    7     7261     0    -5     T
     2563  0.2086500E+04  0.50000E+00    3     7264     0    -5     T
     2564  0.2087000E+04  0.50000E+00    2     7266     0    -5     T
     2565  0.2087472E+04  0.47191E+00    6     7272     0    -5     T
     2566  0.2088000E+04  0.52809E+00    4     7276     0    -5     T
     2567  0.2088472E+04  0.47191E+00    5     7281     0    -5     T
     2568  0.2089000E+04  0.52809E+00    4     7285     0    -5     T
     2569  0.2089500E+04  0.50000E+00    2     7287     0    -5     T
     2570  0.2090000E+04  0.50000E+00    2     7289     0    -5     T
     2571  0.2090500E+04  0.50000E+00    2     7291     0    -5     T
     2572  0.2091000E+04  0.50000E+00    2     7293     0    -5     T
     2573  0.2091500E+04  0.50000E+00    4     7297     0    -5     T
     2574  0.2092000E+04  0.50000E+00    4     7301     0    -5     T
     2575  0.2092500E+04  0.50000E+00    5     7306     0    -5     T
     2576  0.2093000E+04  0.50000E+00    4     7310     0    -5     T
     2577  0.2093500E+04  0.50000E+00    5     7315     0    -5     T
     2578  0.2094000E+04  0.50000E+00    4     7319     0    -5     T
     2579  0.2094500E+04  0.50000E+00    2     7321     0    -5     T
     2580  0.2095000E+04  0.50000E+00    2     7323     0    -5     T
     2581  0.2095500E+04  0.50000E+00    4     7327     0    -5     T
     2582  0.2096000E+04  0.50000E+00    3     7330     0    -5     T
     2583  0.2097000E+04  0.10000E+01    4     7334     0    -5     T
     2584  0.2097500E+04  0.50000E+00    2     7336     0    -5     T
     2585  0.2098000E+04  0.50000E+00    2     7338     0    -5     T
     2586  0.2099000E+04  0.10000E+01    2     7340     0    -5     T
     2587  0.2100000E+04  0.10000E+01    2     7342     0    -5     T
     2588  0.2100500E+04  0.50000E+00    4     7346     0    -5     T
     2589  0.2101000E+04  0.50000E+00    2     7348     0    -5     T
     2590  0.2101500E+04  0.50000E+00    4     7352     0    -5     T
     2591  0.2102000E+04  0.50000E+00    2     7354     0    -5     T
     2592  0.2102500E+04  0.50000E+00    2     7356     0    -5     T
     2593  0.2103000E+04  0.50000E+00    2     7358     0    -5     T
     2594  0.2104000E+04  0.10000E+01    2     7360     0    -5     T
     2595  0.2105000E+04  0.10000E+01    4     7364     0    -5     T
     2596  0.2106000E+04  0.10000E+01    2     7366     0    -5     T
     2597  0.2107000E+04  0.10000E+01    2     7368     0    -5     T
     2598  0.2108000E+04  0.10000E+01    2     7370     0    -5     T
     2599  0.2109000E+04  0.10000E+01    2     7372     0    -5     T
     2600  0.2110000E+04  0.10000E+01    2     7374     0    -5     T
     2601  0.2110500E+04  0.50000E+00    4     7378     0    -5     T
     2602  0.2111000E+04  0.50000E+00    2     7380     0    -5     T
     2603  0.2112000E+04  0.10000E+01    4     7384     0    -5     T
     2604  0.2113000E+04  0.10000E+01    2     7386     0    -5     T
     2605  0.2113500E+04  0.50000E+00    2     7388     0    -5     T
     2606  0.2114000E+04  0.50000E+00    2     7390     0    -5     T
     2607  0.2115000E+04  0.10000E+01    3     7393     0    -5     T
     2608  0.2116000E+04  0.10000E+01    2     7395     0    -5     T
     2609  0.2116500E+04  0.50000E+00    4     7399     0    -5     T
     2610  0.2117000E+04  0.50000E+00    2     7401     0    -5     T
     2611  0.2117500E+04  0.50000E+00    5     7406     0    -5     T
     2612  0.2118000E+04  0.50000E+00    4     7410     0    -5     T
     2613  0.2118500E+04  0.50000E+00    4     7414     0    -5     T
     2614  0.2119000E+04  0.50000E+00    2     7416     0    -5     T
     2615  0.2120000E+04  0.10000E+01    4     7420     0    -5     T
     2616  0.2121000E+04  0.10000E+01    2     7422     0    -5     T
     2617  0.2122000E+04  0.10000E+01    2     7424     0    -5     T
     2618  0.2122500E+04  0.50000E+00    4     7428     0    -5     T
     2619  0.2123000E+04  0.50000E+00    4     7432     0    -5     T
     2620  0.2124000E+04  0.10000E+01    4     7436     0    -5     T
     2621  0.2125000E+04  0.10000E+01    2     7438     0    -5     T
     2622  0.2126000E+04  0.10000E+01    2     7440     0    -5     T
     2623  0.2127000E+04  0.10000E+01    2     7442     0    -5     T
     2624  0.2128000E+04  0.10000E+01    2     7444     0    -5     T
     2625  0.2129000E+04  0.10000E+01    2     7446     0    -5     T
     2626  0.2130000E+04  0.10000E+01    2     7448     0    -5     T
     2627  0.2131000E+04  0.10000E+01    2     7450     0    -5     T
     2628  0.2132000E+04  0.10000E+01    2     7452     0    -5     T
     2629  0.2132500E+04  0.50000E+00    2     7454     0    -5     T
     2630  0.2133000E+04  0.50000E+00    2     7456     0    -5     T
     2631  0.2134000E+04  0.10000E+01    2     7458     0    -5     T
     2632  0.2135000E+04  0.10000E+01    2     7460     0    -5     T
     2633  0.2136000E+04  0.10000E+01    2     7462     0    -5     T
     2634  0.2137000E+04  0.10000E+01    2     7464     0    -5     T
     2635  0.2138000E+04  0.10000E+01    2     7466     0    -5     T
     2636  0.2138500E+04  0.50000E+00    4     7470     0    -5     T
     2637  0.2139000E+04  0.50000E+00    2     7472     0    -5     T
     2638  0.2140000E+04  0.10000E+01    4     7476     0    -5     T
     2639  0.2141000E+04  0.10000E+01    2     7478     0    -5     T
     2640  0.2141500E+04  0.50000E+00    2     7480     0    -5     T
     2641  0.2142000E+04  0.50000E+00    2     7482     0    -5     T
     2642  0.2142500E+04  0.50000E+00    4     7486     0    -5     T
     2643  0.2143000E+04  0.50000E+00    2     7488     0    -5     T
     2644  0.2144000E+04  0.10000E+01    2     7490     0    -5     T
     2645  0.2144500E+04  0.50000E+00    2     7492     0    -5     T
     2646  0.2145000E+04  0.50000E+00    2     7494     0    -5     T
     2647  0.2146000E+04  0.10000E+01    2     7496     0    -5     T
     2648  0.2147000E+04  0.10000E+01    2     7498     0    -5     T
     2649  0.2147500E+04  0.50000E+00    7     7505     0    -5     T
     2650  0.2148000E+04  0.50000E+00    7     7512     0    -5     T
     2651  0.2148333E+04  0.33333E+00    6     7518     0    -5     T
     2652  0.2148667E+04  0.33333E+00    4     7522     0    -5     T
     2653  0.2149000E+04  0.33333E+00    3     7525     0    -5     T
     2654  0.2149333E+04  0.33333E+00    2     7527     0    -5     T
     2655  0.2150000E+04  0.66667E+00    4     7531     0    -5     T
     2656  0.2150500E+04  0.50000E+00    4     7535     0    -5     T
     2657  0.2151000E+04  0.50000E+00    2     7537     0    -5     T
     2658  0.2151500E+04  0.50000E+00    2     7539     0    -5     T
     2659  0.2152000E+04  0.50000E+00    2     7541     0    -5     T
     2660  0.2152500E+04  0.50000E+00    2     7543     0    -5     T
     2661  0.2153000E+04  0.50000E+00    2     7545     0    -5     T
     2662  0.2153500E+04  0.50000E+00    5     7550     0    -5     T
     2663  0.2154000E+04  0.50000E+00    4     7554     0    -5     T
     2664  0.2154500E+04  0.50000E+00    7     7561     0    -5     T
     2665  0.2155000E+04  0.50000E+00    5     7566     0    -5     T
     2666  0.2155462E+04  0.46230E+00    6     7572     0    -5     T
     2667  0.2156000E+04  0.53770E+00    4     7576     0    -5     T
     2668  0.2156462E+04  0.46230E+00    3     7579     0    -5     T
     2669  0.2157000E+04  0.53770E+00    3     7582     0    -5     T
     2670  0.2157500E+04  0.50000E+00    4     7586     0    -5     T
     2671  0.2158000E+04  0.50000E+00    2     7588     0    -5     T
     2672  0.2159000E+04  0.10000E+01    4     7592     0    -5     T
     2673  0.2160000E+04  0.10000E+01    3     7595     0    -5     T
     2674  0.2160500E+04  0.50000E+00    4     7599     0    -5     T
     2675  0.2161000E+04  0.50000E+00    4     7603     0    -5     T
     2676  0.2161500E+04  0.50000E+00    5     7608     0    -5     T
     2677  0.2162000E+04  0.50000E+00    4     7612     0    -5     T
     2678  0.2163000E+04  0.10000E+01    6     7618     0    -5     T
     2679  0.2163500E+04  0.50000E+00    2     7620     0    -5     T
     2680  0.2164000E+04  0.50000E+00    2     7622     0    -5     T
     2681  0.2165000E+04  0.10000E+01    2     7624     0    -5     T
     2682  0.2166000E+04  0.10000E+01    2     7626     0    -5     T
     2683  0.2166500E+04  0.50000E+00    7     7633     0    -5     T
     2684  0.2167000E+04  0.50000E+00    5     7638     0    -5     T
     2685  0.2167500E+04  0.50000E+00    6     7644     0    -5     T
     2686  0.2168000E+04  0.50000E+00    4     7648     0    -5     T
     2687  0.2168500E+04  0.50000E+00    3     7651     0    -5     T
     2688  0.2169000E+04  0.50000E+00    2     7653     0    -5     T
     2689  0.2170000E+04  0.10000E+01    4     7657     0    -5     T
     2690  0.2171000E+04  0.10000E+01    2     7659     0    -5     T
     2691  0.2171500E+04  0.50000E+00    5     7664     0    -5     T
     2692  0.2172000E+04  0.50000E+00    4     7668     0    -5     T
     2693  0.2172500E+04  0.50000E+00    5     7673     0    -5     T
     2694  0.2173000E+04  0.50000E+00    4     7677     0    -5     T
     2695  0.2174000E+04  0.10000E+01    6     7683     0    -5     T
     2696  0.2174500E+04  0.50000E+00    4     7687     0    -5     T
     2697  0.2175000E+04  0.50000E+00    2     7689     0    -5     T
     2698  0.2176000E+04  0.10000E+01    3     7692     0    -5     T
     2699  0.2177000E+04  0.10000E+01    2     7694     0    -5     T
     2700  0.2178000E+04  0.10000E+01    2     7696     0    -5     T
     2701  0.2179000E+04  0.10000E+01    2     7698     0    -5     T
     2702  0.2180000E+04  0.10000E+01    2     7700     0    -5     T
     2703  0.2181000E+04  0.10000E+01    2     7702     0    -5     T
     2704  0.2182000E+04  0.10000E+01    2     7704     0    -5     T
     2705  0.2183000E+04  0.10000E+01    2     7706     0    -5     T
     2706  0.2184000E+04  0.10000E+01    4     7710     0    -5     T
     2707  0.2185000E+04  0.10000E+01    6     7716     0    -5     T
     2708  0.2186000E+04  0.10000E+01    6     7722     0    -5     T
     2709  0.2187000E+04  0.10000E+01    4     7726     0    -5     T
     2710  0.2188000E+04  0.10000E+01    2     7728     0    -5     T
     2711  0.2189000E+04  0.10000E+01    4     7732     0    -5     T
     2712  0.2190000E+04  0.10000E+01    4     7736     0    -5     T
     2713  0.2191000E+04  0.10000E+01    2     7738     0    -5     T
     2714  0.2192000E+04  0.10000E+01    2     7740     0    -5     T
     2715  0.2193000E+04  0.10000E+01    6     7746     0    -5     T
     2716  0.2194000E+04  0.10000E+01    5     7751     0    -5     T
     2717  0.2195000E+04  0.10000E+01    4     7755     0    -5     T
     2718  0.2196000E+04  0.10000E+01    2     7757     0    -5     T
     2719  0.2197000E+04  0.10000E+01    2     7759     0    -5     T
     2720  0.2198000E+04  0.10000E+01    2     7761     0    -5     T
     2721  0.2199000E+04  0.10000E+01    5     7766     0    -5     T
     2722  0.2200000E+04  0.10000E+01    4     7770     0    -5     T
     2723  0.2201000E+04  0.10000E+01    2     7772     0    -5     T
     2724  0.2202000E+04  0.10000E+01    2     7774     0    -5     T
     2725  0.2203000E+04  0.10000E+01    2     7776     0    -5     T
     2726  0.2204000E+04  0.10000E+01    2     7778     0    -5     T
     2727  0.2205000E+04  0.10000E+01    2     7780     0    -5     T
     2728  0.2206000E+04  0.10000E+01    2     7782     0    -5     T
     2729  0.2207000E+04  0.10000E+01    2     7784     0    -5     T
     2730  0.2208000E+04  0.10000E+01    2     7786     0    -5     T
     2731  0.2209000E+04  0.10000E+01    2     7788     0    -5     T
     2732  0.2210000E+04  0.10000E+01    2     7790     0    -5     T
     2733  0.2211000E+04  0.10000E+01    4     7794     0    -5     T
     2734  0.2212000E+04  0.10000E+01    5     7799     0    -5     T
     2735  0.2213000E+04  0.10000E+01    4     7803     0    -5     T
     2736  0.2214000E+04  0.10000E+01    2     7805     0    -5     T
     2737  0.2215000E+04  0.10000E+01    2     7807     0    -5     T
     2738  0.2216000E+04  0.10000E+01    2     7809     0    -5     T
     2739  0.2217000E+04  0.10000E+01    2     7811     0    -5     T
     2740  0.2218000E+04  0.10000E+01    4     7815     0    -5     T
     2741  0.2219000E+04  0.10000E+01    4     7819     0    -5     T
     2742  0.2220000E+04  0.10000E+01    4     7823     0    -5     T
     2743  0.2221000E+04  0.10000E+01    2     7825     0    -5     T
     2744  0.2222000E+04  0.10000E+01    2     7827     0    -5     T
     2745  0.2223000E+04  0.10000E+01    2     7829     0    -5     T
     2746  0.2224000E+04  0.10000E+01    2     7831     0    -5     T
     2747  0.2225000E+04  0.10000E+01    2     7833     0    -5     T
     2748  0.2226000E+04  0.10000E+01    2     7835     0    -5     T
     2749  0.2227000E+04  0.10000E+01    4     7839     0    -5     T
     2750  0.2228000E+04  0.10000E+01    5     7844     0    -5     T
     2751  0.2229000E+04  0.10000E+01    4     7848     0    -5     T
     2752  0.2230000E+04  0.10000E+01    2     7850     0    -5     T
     2753  0.2231000E+04  0.10000E+01    2     7852     0    -5     T
     2754  0.2232000E+04  0.10000E+01    2     7854     0    -5     T
     2755  0.2233000E+04  0.10000E+01    4     7858     0    -5     T
     2756  0.2234000E+04  0.10000E+01    2     7860     0    -5     T
     2757  0.2235000E+04  0.10000E+01    2     7862     0    -5     T
     2758  0.2236000E+04  0.10000E+01    2     7864     0    -5     T
     2759  0.2237000E+04  0.10000E+01    2     7866     0    -5     T
     2760  0.2238000E+04  0.10000E+01    2     7868     0    -5     T
     2761  0.2239000E+04  0.10000E+01    2     7870     0    -5     T
     2762  0.2240000E+04  0.10000E+01    2     7872     0    -5     T
     2763  0.2241000E+04  0.10000E+01    4     7876     0    -5     T
     2764  0.2242000E+04  0.10000E+01    4     7880     0    -5     T
     2765  0.2243000E+04  0.10000E+01    2     7882     0    -5     T
     2766  0.2244000E+04  0.10000E+01    2     7884     0    -5     T
     2767  0.2245000E+04  0.10000E+01    2     7886     0    -5     T
     2768  0.2246000E+04  0.10000E+01    2     7888     0    -5     T
     2769  0.2247000E+04  0.10000E+01    2     7890     0    -5     T
     2770  0.2248000E+04  0.10000E+01    2     7892     0    -5     T
     2771  0.2249000E+04  0.10000E+01    2     7894     0    -5     T
     2772  0.2250000E+04  0.10000E+01    2     7896     0    -5     T
     2773  0.2251000E+04  0.10000E+01    2     7898     0    -5     T
     2774  0.2252000E+04  0.10000E+01    2     7900     0    -5     T
     2775  0.2253000E+04  0.10000E+01    2     7902     0    -5     T
     2776  0.2254000E+04  0.10000E+01    2     7904     0    -5     T
     2777  0.2255000E+04  0.10000E+01    4     7908     0    -5     T
     2778  0.2256000E+04  0.10000E+01    2     7910     0    -5     T
     2779  0.2257000E+04  0.10000E+01    2     7912     0    -5     T
     2780  0.2258000E+04  0.10000E+01    2     7914     0    -5     T
     2781  0.2259000E+04  0.10000E+01    2     7916     0    -5     T
     2782  0.2260000E+04  0.10000E+01    4     7920     0    -5     T
     2783  0.2261000E+04  0.10000E+01    4     7924     0    -5     T
     2784  0.2262000E+04  0.10000E+01    4     7928     0    -5     T
     2785  0.2263000E+04  0.10000E+01    4     7932     0    -5     T
     2786  0.2264000E+04  0.10000E+01    2     7934     0    -5     T
     2787  0.2265000E+04  0.10000E+01    3     7937     0    -5     T
     2788  0.2266000E+04  0.10000E+01    7     7944     0    -5     T
     2789  0.2266500E+04  0.50000E+00    5     7949     0    -5     T
     2790  0.2267000E+04  0.50000E+00    2     7951     0    -5     T
     2791  0.2267500E+04  0.50000E+00    4     7955     0    -5     T
     2792  0.2268000E+04  0.50000E+00    2     7957     0    -5     T
     2793  0.2268500E+04  0.50000E+00    4     7961     0    -5     T
     2794  0.2269000E+04  0.50000E+00    2     7963     0    -5     T
     2795  0.2270000E+04  0.10000E+01    2     7965     0    -5     T
     2796  0.2270500E+04  0.50000E+00    2     7967     0    -5     T
     2797  0.2271000E+04  0.50000E+00    2     7969     0    -5     T
     2798  0.2272000E+04  0.10000E+01    2     7971     0    -5     T
     2799  0.2272500E+04  0.50000E+00    4     7975     0    -5     T
     2800  0.2273000E+04  0.50000E+00    2     7977     0    -5     T
     2801  0.2274000E+04  0.10000E+01    2     7979     0    -5     T
     2802  0.2275000E+04  0.10000E+01    2     7981     0    -5     T
     2803  0.2276000E+04  0.10000E+01    2     7983     0    -5     T
     2804  0.2277000E+04  0.10000E+01    2     7985     0    -5     T
