 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   4.11.2021    Time:  22: 5:27
 Units: L = m    , T = days , M = mmol 


    TLevel      Time          dt      Iter    ItCum  KodT  KodB  Convergency
     4269  0.3454000E+04  0.10000E+01    4    12217     0    -5     T
     4270  0.3454500E+04  0.50000E+00    7    12224     0    -5     T
     4271  0.3455000E+04  0.50000E+00    5    12229     0    -5     T
     4272  0.3455500E+04  0.50000E+00    5    12234     0    -5     T
     4273  0.3456000E+04  0.50000E+00    4    12238     0    -5     T
     4274  0.3456500E+04  0.50000E+00    4    12242     0    -5     T
     4275  0.3457000E+04  0.50000E+00    2    12244     0    -5     T
     4276  0.3458000E+04  0.10000E+01    2    12246     0    -5     T
     4277  0.3459000E+04  0.10000E+01    2    12248     0    -5     T
     4278  0.3460000E+04  0.10000E+01    2    12250     0    -5     T
     4279  0.3460500E+04  0.50000E+00    5    12255     0    -5     T
     4280  0.3461000E+04  0.50000E+00    4    12259     0    -5     T
     4281  0.3461500E+04  0.50000E+00    4    12263     0    -5     T
     4282  0.3462000E+04  0.50000E+00    2    12265     0    -5     T
     4283  0.3463000E+04  0.10000E+01    4    12269     0    -5     T
     4284  0.3464000E+04  0.10000E+01    2    12271     0    -5     T
     4285  0.3465000E+04  0.10000E+01    2    12273     0    -5     T
     4286  0.3466000E+04  0.10000E+01    2    12275     0    -5     T
     4287  0.3466500E+04  0.50000E+00    3    12278     0    -5     T
     4288  0.3467000E+04  0.50000E+00    2    12280     0    -5     T
     4289  0.3468000E+04  0.10000E+01    3    12283     0    -5     T
     4290  0.3469000E+04  0.10000E+01    2    12285     0    -5     T
     4291  0.3470000E+04  0.10000E+01    2    12287     0    -5     T
     4292  0.3471000E+04  0.10000E+01    2    12289     0    -5     T
     4293  0.3472000E+04  0.10000E+01    2    12291     0    -5     T
     4294  0.3473000E+04  0.10000E+01    2    12293     0    -5     T
     4295  0.3474000E+04  0.10000E+01    2    12295     0    -5     T
     4296  0.3475000E+04  0.10000E+01    2    12297     0    -5     T
     4297  0.3476000E+04  0.10000E+01    2    12299     0    -5     T
     4298  0.3477000E+04  0.10000E+01    2    12301     0    -5     T
     4299  0.3478000E+04  0.10000E+01    2    12303     0    -5     T
     4300  0.3479000E+04  0.10000E+01    2    12305     0    -5     T
     4301  0.3480000E+04  0.10000E+01    2    12307     0    -5     T
     4302  0.3480500E+04  0.50000E+00    2    12309     0    -5     T
     4303  0.3481000E+04  0.50000E+00    2    12311     0    -5     T
     4304  0.3482000E+04  0.10000E+01    4    12315     0    -5     T
     4305  0.3483000E+04  0.10000E+01    2    12317     0    -5     T
     4306  0.3484000E+04  0.10000E+01    2    12319     0    -5     T
     4307  0.3485000E+04  0.10000E+01    2    12321     0    -5     T
     4308  0.3486000E+04  0.10000E+01    2    12323     0    -5     T
     4309  0.3487000E+04  0.10000E+01    2    12325     0    -5     T
     4310  0.3487500E+04  0.50000E+00    4    12329     0    -5     T
     4311  0.3488000E+04  0.50000E+00    2    12331     0    -5     T
     4312  0.3488500E+04  0.50000E+00    4    12335     0    -5     T
     4313  0.3489000E+04  0.50000E+00    4    12339     0    -5     T
     4314  0.3490000E+04  0.10000E+01    4    12343     0    -5     T
     4315  0.3491000E+04  0.10000E+01    2    12345     0    -5     T
     4316  0.3492000E+04  0.10000E+01    2    12347     0    -5     T
     4317  0.3493000E+04  0.10000E+01    2    12349     0    -5     T
     4318  0.3494000E+04  0.10000E+01    2    12351     0    -5     T
     4319  0.3495000E+04  0.10000E+01    2    12353     0    -5     T
     4320  0.3496000E+04  0.10000E+01    2    12355     0    -5     T
     4321  0.3497000E+04  0.10000E+01    2    12357     0    -5     T
     4322  0.3498000E+04  0.10000E+01    2    12359     0    -5     T
     4323  0.3499000E+04  0.10000E+01    2    12361     0    -5     T
     4324  0.3500000E+04  0.10000E+01    2    12363     0    -5     T
     4325  0.3501000E+04  0.10000E+01    2    12365     0    -5     T
     4326  0.3502000E+04  0.10000E+01    2    12367     0    -5     T
     4327  0.3502500E+04  0.50000E+00    4    12371     0    -5     T
     4328  0.3503000E+04  0.50000E+00    2    12373     0    -5     T
     4329  0.3504000E+04  0.10000E+01    4    12377     0    -5     T
     4330  0.3505000E+04  0.10000E+01    2    12379     0    -5     T
     4331  0.3505500E+04  0.50000E+00    5    12384     0    -5     T
     4332  0.3506000E+04  0.50000E+00    4    12388     0    -5     T
     4333  0.3507000E+04  0.10000E+01    5    12393     0    -5     T
     4334  0.3507500E+04  0.50000E+00    4    12397     0    -5     T
     4335  0.3508000E+04  0.50000E+00    2    12399     0    -5     T
     4336  0.3509000E+04  0.10000E+01    2    12401     0    -5     T
     4337  0.3510000E+04  0.10000E+01    4    12405     0    -5     T
     4338  0.3511000E+04  0.10000E+01    2    12407     0    -5     T
     4339  0.3511500E+04  0.50000E+00    5    12412     0    -5     T
     4340  0.3512000E+04  0.50000E+00    4    12416     0    -5     T
     4341  0.3513000E+04  0.10000E+01    6    12422     0    -5     T
     4342  0.3514000E+04  0.10000E+01    3    12425     0    -5     T
     4343  0.3514500E+04  0.50000E+00    3    12428     0    -5     T
     4344  0.3515000E+04  0.50000E+00    2    12430     0    -5     T
     4345  0.3516000E+04  0.10000E+01    3    12433     0    -5     T
     4346  0.3517000E+04  0.10000E+01    2    12435     0    -5     T
     4347  0.3518000E+04  0.10000E+01    2    12437     0    -5     T
     4348  0.3518500E+04  0.50000E+00    7    12444     0    -5     T
     4349  0.3519000E+04  0.50000E+00    6    12450     0    -5     T
     4350  0.3519500E+04  0.50000E+00    6    12456     0    -5     T
     4351  0.3520000E+04  0.50000E+00    4    12460     0    -5     T
     4352  0.3520500E+04  0.50000E+00    4    12464     0    -5     T
     4353  0.3521000E+04  0.50000E+00    2    12466     0    -5     T
     4354  0.3521500E+04  0.50000E+00    4    12470     0    -5     T
     4355  0.3522000E+04  0.50000E+00    2    12472     0    -5     T
     4356  0.3523000E+04  0.10000E+01    2    12474     0    -5     T
     4357  0.3524000E+04  0.10000E+01    2    12476     0    -5     T
     4358  0.3525000E+04  0.10000E+01    2    12478     0    -5     T
     4359  0.3526000E+04  0.10000E+01    4    12482     0    -5     T
     4360  0.3527000E+04  0.10000E+01    4    12486     0    -5     T
     4361  0.3528000E+04  0.10000E+01    2    12488     0    -5     T
     4362  0.3529000E+04  0.10000E+01    4    12492     0    -5     T
     4363  0.3530000E+04  0.10000E+01    2    12494     0    -5     T
     4364  0.3531000E+04  0.10000E+01    2    12496     0    -5     T
     4365  0.3532000E+04  0.10000E+01    6    12502     0    -5     T
     4366  0.3533000E+04  0.10000E+01    5    12507     0    -5     T
     4367  0.3534000E+04  0.10000E+01    2    12509     0    -5     T
     4368  0.3535000E+04  0.10000E+01    2    12511     0    -5     T
     4369  0.3536000E+04  0.10000E+01    2    12513     0    -5     T
     4370  0.3537000E+04  0.10000E+01    2    12515     0    -5     T
     4371  0.3538000E+04  0.10000E+01    4    12519     0    -5     T
     4372  0.3539000E+04  0.10000E+01    4    12523     0    -5     T
     4373  0.3540000E+04  0.10000E+01    4    12527     0    -5     T
     4374  0.3541000E+04  0.10000E+01    4    12531     0    -5     T
     4375  0.3542000E+04  0.10000E+01    4    12535     0    -5     T
     4376  0.3543000E+04  0.10000E+01    2    12537     0    -5     T
     4377  0.3544000E+04  0.10000E+01    2    12539     0    -5     T
     4378  0.3545000E+04  0.10000E+01    4    12543     0    -5     T
     4379  0.3546000E+04  0.10000E+01    2    12545     0    -5     T
     4380  0.3547000E+04  0.10000E+01    4    12549     0    -5     T
     4381  0.3548000E+04  0.10000E+01    6    12555     0    -5     T
     4382  0.3549000E+04  0.10000E+01    6    12561     0    -5     T
     4383  0.3550000E+04  0.10000E+01    4    12565     0    -5     T
     4384  0.3551000E+04  0.10000E+01    4    12569     0    -5     T
     4385  0.3552000E+04  0.10000E+01    7    12576     0    -5     T
     4386  0.3552500E+04  0.50000E+00    6    12582     0    -5     T
     4387  0.3553000E+04  0.50000E+00    4    12586     0    -5     T
     4388  0.3553500E+04  0.50000E+00    3    12589     0    -5     T
     4389  0.3554000E+04  0.50000E+00    2    12591     0    -5     T
     4390  0.3555000E+04  0.10000E+01    4    12595     0    -5     T
     4391  0.3555500E+04  0.50000E+00    4    12599     0    -5     T
     4392  0.3556000E+04  0.50000E+00    2    12601     0    -5     T
     4393  0.3557000E+04  0.10000E+01    2    12603     0    -5     T
     4394  0.3557500E+04  0.50000E+00    4    12607     0    -5     T
     4395  0.3558000E+04  0.50000E+00    3    12610     0    -5     T
     4396  0.3559000E+04  0.10000E+01    4    12614     0    -5     T
     4397  0.3560000E+04  0.10000E+01    2    12616     0    -5     T
     4398  0.3561000E+04  0.10000E+01    2    12618     0    -5     T
     4399  0.3561500E+04  0.50000E+00    2    12620     0    -5     T
     4400  0.3562000E+04  0.50000E+00    2    12622     0    -5     T
     4401  0.3563000E+04  0.10000E+01    2    12624     0    -5     T
     4402  0.3563500E+04  0.50000E+00    4    12628     0    -5     T
     4403  0.3564000E+04  0.50000E+00    2    12630     0    -5     T
     4404  0.3564500E+04  0.50000E+00    4    12634     0    -5     T
     4405  0.3565000E+04  0.50000E+00    2    12636     0    -5     T
     4406  0.3566000E+04  0.10000E+01    4    12640     0    -5     T
     4407  0.3566500E+04  0.50000E+00    2    12642     0    -5     T
     4408  0.3567000E+04  0.50000E+00    2    12644     0    -5     T
     4409  0.3568000E+04  0.10000E+01    2    12646     0    -5     T
     4410  0.3568500E+04  0.50000E+00    6    12652     0    -5     T
     4411  0.3569000E+04  0.50000E+00    5    12657     0    -5     T
     4412  0.3570000E+04  0.10000E+01    5    12662     0    -5     T
     4413  0.3571000E+04  0.10000E+01    6    12668     0    -5     T
     4414  0.3572000E+04  0.10000E+01    4    12672     0    -5     T
     4415  0.3572500E+04  0.50000E+00    2    12674     0    -5     T
     4416  0.3573000E+04  0.50000E+00    2    12676     0    -5     T
     4417  0.3574000E+04  0.10000E+01    2    12678     0    -5     T
     4418  0.3574500E+04  0.50000E+00    7    12685     0    -5     T
     4419  0.3575000E+04  0.50000E+00    5    12690     0    -5     T
     4420  0.3575500E+04  0.50000E+00    6    12696     0    -5     T
     4421  0.3576000E+04  0.50000E+00    4    12700     0    -5     T
     4422  0.3576500E+04  0.50000E+00    2    12702     0    -5     T
     4423  0.3577000E+04  0.50000E+00    2    12704     0    -5     T
     4424  0.3577500E+04  0.50000E+00    4    12708     0    -5     T
     4425  0.3578000E+04  0.50000E+00    2    12710     0    -5     T
     4426  0.3579000E+04  0.10000E+01    4    12714     0    -5     T
     4427  0.3580000E+04  0.10000E+01    2    12716     0    -5     T
     4428  0.3580500E+04  0.50000E+00    5    12721     0    -5     T
     4429  0.3581000E+04  0.50000E+00    4    12725     0    -5     T
     4430  0.3582000E+04  0.10000E+01    4    12729     0    -5     T
     4431  0.3582500E+04  0.50000E+00    6    12735     0    -5     T
     4432  0.3583000E+04  0.50000E+00    4    12739     0    -5     T
     4433  0.3583500E+04  0.50000E+00    4    12743     0    -5     T
     4434  0.3584000E+04  0.50000E+00    4    12747     0    -5     T
     4435  0.3585000E+04  0.10000E+01    3    12750     0    -5     T
     4436  0.3585500E+04  0.50000E+00    4    12754     0    -5     T
     4437  0.3586000E+04  0.50000E+00    2    12756     0    -5     T
     4438  0.3587000E+04  0.10000E+01    4    12760     0    -5     T
     4439  0.3588000E+04  0.10000E+01    2    12762     0    -5     T
     4440  0.3589000E+04  0.10000E+01    2    12764     0    -5     T
     4441  0.3590000E+04  0.10000E+01    2    12766     0    -5     T
     4442  0.3590500E+04  0.50000E+00    5    12771     0    -5     T
     4443  0.3591000E+04  0.50000E+00    4    12775     0    -5     T
     4444  0.3591500E+04  0.50000E+00    4    12779     0    -5     T
     4445  0.3592000E+04  0.50000E+00    2    12781     0    -5     T
     4446  0.3592500E+04  0.50000E+00    2    12783     0    -5     T
     4447  0.3593000E+04  0.50000E+00    2    12785     0    -5     T
     4448  0.3594000E+04  0.10000E+01    2    12787     0    -5     T
     4449  0.3595000E+04  0.10000E+01    2    12789     0    -5     T
     4450  0.3595500E+04  0.50000E+00    2    12791     0    -5     T
     4451  0.3596000E+04  0.50000E+00    2    12793     0    -5     T
     4452  0.3597000E+04  0.10000E+01    2    12795     0    -5     T
     4453  0.3598000E+04  0.10000E+01    2    12797     0    -5     T
     4454  0.3599000E+04  0.10000E+01    2    12799     0    -5     T
     4455  0.3600000E+04  0.10000E+01    2    12801     0    -5     T
     4456  0.3601000E+04  0.10000E+01    2    12803     0    -5     T
     4457  0.3602000E+04  0.10000E+01    2    12805     0    -5     T
     4458  0.3603000E+04  0.10000E+01    2    12807     0    -5     T
     4459  0.3603500E+04  0.50000E+00    2    12809     0    -5     T
     4460  0.3604000E+04  0.50000E+00    2    12811     0    -5     T
     4461  0.3605000E+04  0.10000E+01    3    12814     0    -5     T
     4462  0.3606000E+04  0.10000E+01    2    12816     0    -5     T
     4463  0.3607000E+04  0.10000E+01    2    12818     0    -5     T
     4464  0.3607500E+04  0.50000E+00    7    12825     0    -5     T
     4465  0.3608000E+04  0.50000E+00    6    12831     0    -5     T
     4466  0.3608500E+04  0.50000E+00    6    12837     0    -5     T
     4467  0.3609000E+04  0.50000E+00    4    12841     0    -5     T
     4468  0.3609500E+04  0.50000E+00    4    12845     0    -5     T
     4469  0.3610000E+04  0.50000E+00    2    12847     0    -5     T
     4470  0.3610500E+04  0.50000E+00    5    12852     0    -5     T
     4471  0.3611000E+04  0.50000E+00    4    12856     0    -5     T
     4472  0.3611500E+04  0.50000E+00    4    12860     0    -5     T
     4473  0.3612000E+04  0.50000E+00    3    12863     0    -5     T
     4474  0.3613000E+04  0.10000E+01    2    12865     0    -5     T
     4475  0.3614000E+04  0.10000E+01    2    12867     0    -5     T
     4476  0.3615000E+04  0.10000E+01    4    12871     0    -5     T
     4477  0.3616000E+04  0.10000E+01    4    12875     0    -5     T
     4478  0.3617000E+04  0.10000E+01    4    12879     0    -5     T
     4479  0.3618000E+04  0.10000E+01    2    12881     0    -5     T
     4480  0.3619000E+04  0.10000E+01    2    12883     0    -5     T
     4481  0.3620000E+04  0.10000E+01    2    12885     0    -5     T
     4482  0.3621000E+04  0.10000E+01    2    12887     0    -5     T
